frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1276993.422151,44818.000000,58793.885235
4,625351.864360,23881.000000,8601.646935
8,879043.742110,30334.000000,27955.476655
16,936818.923833,35134.000000,451.289264
32,1145736.937995,40903.000000,1463.039302
64,1171421.164189,45760.000000,56021.485209
128,1849096.175200,63743.000000,69226.610989
256,2852448.074510,101907.000000,264971.333085
512,2217338.195623,70582.000000,298715.792016
1024,2968106.346593,88248.000000,596290.004678
2048,2285242.748426,78865.000000,564820.657275
4096,2593872.908741,92873.000000,1071520.397227
8192,1882091.234828,67536.000000,1107219.557044
16384,2311483.446702,91411.000000,1445672.477148
32768,2008668.992771,69701.000000,412801.888930
65536,8028451.225624,202813.000000,5917607.104413
