frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,482881.162697,16639.000000,6692.808080
4,820353.823399,24659.000000,9003.621105
8,487145.749426,20815.000000,9729.024463
16,1128745.240601,32512.000000,35554.054959
32,728290.949283,35717.000000,12588.702713
64,1754440.425939,57927.000000,49955.735446
128,1524537.484299,51880.000000,158002.279449
256,2079558.843793,69388.000000,138995.558332
512,1464897.831078,46018.000000,25093.331744
1024,2641252.672106,96099.000000,350249.613467
2048,1951032.192135,65002.000000,233098.317347
4096,2263880.130382,86437.000000,925539.631794
8192,3030284.174065,96578.000000,60926.477192
16384,1070144.897585,37086.000000,151383.725853
32768,2671811.876882,92064.000000,921665.415108
65536,3441790.064979,105582.000000,2584109.697504
