frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,976164.288159,32475.000000,15650.921219
4,470610.880233,18124.000000,5371.262049
8,1446573.452406,44915.000000,37613.133850
16,1112376.174675,35858.000000,7952.764865
32,1604887.527136,54973.000000,253.586277
64,1371332.904349,45332.000000,131527.096969
128,1412210.415121,45153.000000,93845.034269
256,1762246.543038,56390.000000,120079.090657
512,2035094.603803,68906.000000,293890.950342
1024,2396654.379543,66245.000000,348255.172458
2048,1632430.289443,47565.000000,194006.036079
4096,2816059.595924,78163.000000,911970.853273
8192,1417439.376832,52714.000000,805890.460870
16384,1728694.238974,46291.000000,588629.761347
32768,1250355.067533,37566.000000,522990.123047
65536,6100249.253790,168669.000000,2885541.279852
