frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,706006.501413,22109.000000,6668.901934
4,507226.809585,13974.000000,10312.261925
8,1154313.653977,39663.000000,24934.135718
16,1376241.216800,36473.000000,55105.993776
32,1570351.169509,50103.000000,81156.912682
64,1403329.291091,43913.000000,30966.857073
128,1279587.849850,35842.000000,96732.907700
256,2003095.742490,66895.000000,37250.335676
512,1733757.878084,48550.000000,193878.006904
1024,2342244.175150,65978.000000,378063.027313
2048,1987119.749614,55537.000000,401318.661198
4096,2089030.807471,66664.000000,354396.757811
8192,1647161.106605,57366.000000,959010.690388
16384,2031226.108696,65389.000000,982640.848736
32768,2631137.661417,78390.000000,485993.218561
65536,1097240.604398,53791.000000,1089820.561306
