frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,745638.882502,21135.000000,23262.735867
4,741914.838449,20999.000000,26690.476185
8,1207080.575119,32857.000000,3729.277008
16,1407121.480596,44404.000000,13252.711157
32,2031476.277296,61685.000000,26557.054807
64,1019313.051083,30796.000000,10058.336642
128,1757759.969834,55935.000000,137437.926290
256,1174848.833647,38548.000000,91612.819878
512,2473115.786468,74616.000000,132016.081229
1024,2055988.721427,60892.000000,369074.041199
2048,2154003.765461,63714.000000,155769.833630
4096,2428371.720511,71083.000000,325444.002850
8192,1667258.413419,56677.000000,361154.532722
16384,224373.737378,8678.000000,0.000000
32768,3184624.876786,84140.000000,2342760.745972
65536,1804190.885622,63952.000000,1458455.796264
