frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,904402.872735,32265.000000,22951.210469
4,558889.120867,31018.000000,2843.778648
8,659417.419270,23181.000000,3548.000000
16,1058386.381035,46230.000000,33789.337342
32,1810468.425707,62882.000000,61571.423493
64,1661438.150212,65447.000000,39912.794239
128,1980273.523125,71047.000000,84998.823792
256,2628079.695532,83424.000000,152227.516205
512,2206109.406744,74198.000000,209045.511808
1024,2621369.325432,98728.000000,132351.706170
2048,2660946.619210,93147.000000,236858.671927
4096,2837975.868752,103791.000000,437784.694224
8192,2140364.130399,80111.000000,1103511.983421
16384,3752470.111689,123111.000000,2075326.682423
32768,1787735.604139,57205.000000,900880.080950
65536,5129657.724774,152359.000000,3934497.832608
