frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1062575.410332,37039.000000,20113.621802
4,829291.040559,28819.000000,2823.785580
8,705357.960967,23398.000000,24713.969734
16,1188766.877785,35259.000000,23843.911843
32,1074922.116583,39459.000000,57130.924402
64,2564271.152644,79212.000000,73073.421290
128,1785341.121425,62610.000000,41377.335221
256,2209365.117594,68868.000000,155383.341774
512,1229293.874231,44889.000000,249853.313020
1024,1018420.928639,30477.000000,84311.377963
2048,2293332.594813,85844.000000,731481.580509
4096,3204123.976752,93386.000000,312919.211540
8192,2288535.784768,79465.000000,385435.952546
16384,2194540.902087,70233.000000,395553.354950
32768,819882.049336,30580.000000,390524.347772
65536,299023.837717,16650.000000,0.000000
