frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,832604.915969,28567.000000,1936.099171
4,1162320.978043,44472.000000,15896.780586
8,855669.124589,30568.000000,23385.676107
16,830526.973508,28230.000000,42737.533317
32,1647131.370551,55651.000000,74559.092169
64,1352181.900776,51410.000000,31807.590619
128,1433041.783353,49191.000000,100157.938692
256,2481819.166160,76807.000000,76052.370607
512,1374834.262984,57029.000000,30107.356858
1024,2619809.851744,83599.000000,55661.244363
2048,1751988.107458,63439.000000,208660.323114
4096,1462897.521348,49676.000000,359654.472502
8192,2300155.320309,77766.000000,646022.164259
16384,2804923.662128,93463.000000,1310880.260805
32768,1584924.871637,58332.000000,681944.259674
65536,5995303.259222,181872.000000,5995294.053376
