frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,824230.592538,39646.000000,15519.388551
4,680761.837636,20806.000000,13445.157753
8,1469985.083457,55216.000000,51561.841210
16,971915.715566,34953.000000,17151.524451
32,1061271.204738,42635.000000,11541.781015
64,1423678.998037,48892.000000,60430.348543
128,1413387.881449,50067.000000,93317.597392
256,1882489.599601,62721.000000,193047.021723
512,1258763.782609,43037.000000,43940.623676
1024,1617669.819591,59376.000000,280683.533694
2048,2326020.600541,74826.000000,669250.986608
4096,3174311.856181,111024.000000,993744.237496
8192,3082789.477204,87895.000000,1430579.901160
16384,1603398.549800,57127.000000,260293.460267
32768,2535011.701095,95530.000000,486880.583952
65536,1232882.104001,36326.000000,628019.402461
