frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,484512.685617,21817.000000,130.192166
4,1256012.026911,40867.000000,25039.013499
8,1467192.521543,55371.000000,88584.941779
16,1171685.915721,34583.000000,30789.698375
32,1347550.541754,44648.000000,24924.774643
64,1383445.774021,47825.000000,58410.658051
128,2078859.442294,89759.000000,211232.256869
256,2261681.075950,86682.000000,212955.931683
512,2082439.734761,74795.000000,348271.563483
1024,2321885.178364,81271.000000,81509.878309
2048,1798724.591453,65409.000000,494858.754099
4096,2424151.406541,86431.000000,767659.920131
8192,865469.339708,35357.000000,253694.012298
16384,2749395.142804,80209.000000,449742.035018
32768,3740261.016817,135641.000000,2419075.455095
65536,4009399.381469,129520.000000,2468311.310946
