frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1050600.758753,35132.000000,22161.761347
4,597005.290511,18887.000000,1949.428121
8,1070517.220185,30741.000000,10074.704661
16,599440.855740,20545.000000,25494.826965
32,761470.328297,22965.000000,11812.212663
64,1779924.286398,50626.000000,27630.970631
128,1906964.612413,56239.000000,74740.695682
256,2006417.556001,62933.000000,4928.739900
512,2384547.963114,68994.000000,240996.359153
1024,2288377.736381,72796.000000,490475.270412
2048,2219174.104247,76503.000000,598598.477494
4096,2099325.415519,62437.000000,647547.309034
8192,1005606.551561,32637.000000,546691.826199
16384,4121660.725532,105184.000000,3195740.884261
32768,3980145.841711,120748.000000,3491866.300805
65536,6582492.911446,162521.000000,6051256.930631
