frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,230293.563814,8852.000000,1547.635939
4,1112885.076255,40452.000000,11253.892882
8,340486.330458,10693.000000,6106.540592
16,1011647.611093,41515.000000,1033.030977
32,930579.364086,34047.000000,40522.621670
64,1181624.991349,42314.000000,79616.323559
128,927977.121943,28808.000000,60500.121099
256,2452850.305568,78678.000000,5516.338460
512,2597738.298299,77330.000000,362639.878232
1024,2073354.135102,66372.000000,430125.266118
2048,1947363.304920,63351.000000,242269.624823
4096,2165330.697754,71792.000000,929838.999461
8192,2040488.950850,61401.000000,589346.114859
16384,3022720.876483,90053.000000,1164252.091508
32768,1029119.416120,35426.000000,612382.750062
65536,5301988.397303,159087.000000,1322314.866262
