frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,322809.209924,11582.000000,8193.887417
4,589109.767928,24300.000000,26541.598991
8,905462.995075,32358.000000,17299.819855
16,1448747.357652,54429.000000,2384.320448
32,1649663.837806,53983.000000,86428.105024
64,876382.940937,26387.000000,14151.838891
128,1547192.273084,59599.000000,54959.968004
256,1866892.166367,71458.000000,199658.201221
512,2054676.899099,74384.000000,246547.223150
1024,2292908.379958,73409.000000,306055.190469
2048,2122256.365173,76259.000000,144999.561527
4096,2688325.104997,89827.000000,1106589.359947
8192,1601413.747350,42058.000000,666993.165119
16384,2063451.492817,68586.000000,147526.208234
32768,4637717.490760,130633.000000,3252660.331143
65536,1345478.954983,58739.000000,1023302.772085
