frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1527313.822016,70355.000000,5216.992429
4,1356984.111336,44023.000000,13632.311323
8,877600.069000,35377.000000,14063.474428
16,914971.588048,36790.000000,4839.535205
32,1100091.494256,39579.000000,10428.030063
64,1605068.684229,52973.000000,81185.984548
128,1671578.816629,59723.000000,98702.742009
256,1264060.553121,54921.000000,162726.095547
512,1655722.919310,58054.000000,182062.881733
1024,1998357.102666,82322.000000,273165.552248
2048,3261220.169275,105933.000000,742038.804732
4096,1160394.149196,46728.000000,94245.519156
8192,2365978.270991,81670.000000,681231.673676
16384,2723024.946922,99265.000000,967560.420289
32768,1541892.495600,63120.000000,676816.514027
65536,730412.414417,39225.000000,0.000000
