frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,976406.277311,31371.000000,20876.172805
4,542576.499764,15915.000000,1360.944525
8,732651.189858,19297.000000,17046.043119
16,1244943.484188,40595.000000,45625.791193
32,1431241.539735,46616.000000,42009.138899
64,1852434.800315,61078.000000,28181.016944
128,1419250.713224,39362.000000,89868.711285
256,2142304.388651,68337.000000,216259.818707
512,1046113.426210,37762.000000,180702.656450
1024,1701949.844591,53262.000000,260387.576480
2048,1834596.518417,63118.000000,157935.526102
4096,1413410.421526,45238.000000,56175.506433
8192,661177.491716,22296.000000,195043.028383
16384,1127111.822797,38908.000000,411316.520100
32768,1509000.336154,52804.000000,809930.462801
65536,10576570.478879,199620.000000,10450492.341762
