frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1178662.357156,30829.000000,35905.376770
4,522233.691608,23004.000000,4027.850419
8,729724.939197,24543.000000,25700.676625
16,1352144.197371,39472.000000,42294.257849
32,844605.397933,30840.000000,14325.188934
64,875699.950912,31459.000000,19544.763391
128,1927875.079521,58935.000000,155771.553677
256,1960807.210417,59996.000000,28794.210408
512,1968914.927557,61211.000000,31970.661003
1024,1139497.258031,38098.000000,49653.996667
2048,2617223.207486,69651.000000,550676.581885
4096,1144568.232643,37987.000000,734695.019569
8192,3517200.176255,90512.000000,987277.457512
16384,1239061.682720,35160.000000,619133.103311
32768,4619093.067447,121083.000000,3468899.382565
65536,7123770.065946,171618.000000,6333744.689166
