frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,300557.894110,13976.000000,3828.207544
4,1215177.296319,47814.000000,12219.112816
8,798733.628096,33066.000000,7065.000000
16,1054964.065501,40873.000000,4694.804895
32,1728601.493944,57727.000000,88446.955369
64,1545277.276555,73027.000000,51036.705575
128,1102856.917371,42837.000000,37187.069715
256,1679103.076962,58782.000000,104702.205875
512,2854558.188457,105751.000000,176442.578934
1024,1818837.860938,67336.000000,18191.612161
2048,1495659.970219,52294.000000,402682.464889
4096,1689520.151476,61531.000000,568654.296286
8192,1881898.104622,69129.000000,762464.541908
16384,3234005.060710,96391.000000,731279.895259
32768,962646.033633,52480.000000,593074.027142
65536,2113588.435998,83954.000000,1062145.175404
