frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,545889.469185,22651.000000,1040.999039
4,1134361.927028,41115.000000,9999.738497
8,1040439.654249,32992.000000,4321.813045
16,2097705.822165,62876.000000,43505.851572
32,1476987.881800,57220.000000,2242.744301
64,1651577.685393,55520.000000,128516.114853
128,1894228.956406,64921.000000,92874.867031
256,923654.457779,31580.000000,9819.942668
512,2362305.587224,76287.000000,321480.321573
1024,1690157.001175,49441.000000,217868.386463
2048,2352955.698132,74637.000000,587167.972243
4096,2397244.998904,90749.000000,734890.339321
8192,2480683.881911,79587.000000,984918.307527
16384,1160722.665126,43854.000000,750111.119599
32768,5101256.927994,152850.000000,4621180.814573
65536,6270794.437008,165822.000000,2801925.633661
