frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,194366.940875,68793.000000,237.278318
4,243367.184361,96565.000000,163.064404
8,241969.262246,132109.000000,69.303680
16,369325.210989,204306.000000,2921.111946
32,571085.358390,181387.000000,828.787669
64,550195.978418,132935.000000,3894.166021
128,365881.689341,96086.000000,7196.476429
256,155230.186291,68884.000000,4102.715930
512,352500.598363,181428.000000,6313.324006
1024,459823.163731,284947.000000,2487.952371
2048,128194.259107,49215.000000,15326.900926
4096,297788.165287,112157.000000,83212.745983
8192,1108788.681731,299651.000000,452464.413533
16384,369548.204887,105330.000000,313097.053033
32768,669432.932032,209574.000000,341352.714962
65536,750558.432856,244952.000000,626725.300000
