frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,352005.951964,75158.000000,7594.271723
4,193380.506019,55990.000000,25635.712766
8,1208917.554267,129831.000000,1649.675726
16,124652.416852,51331.000000,439.821555
32,444863.261621,210348.000000,403.643407
64,880336.736241,299251.000000,2752.156427
128,376636.204468,198350.000000,13778.740799
256,343006.655998,187465.000000,8815.018945
512,4751512.025197,280515.000000,278627.948946
1024,312366.339144,118505.000000,35692.109324
2048,383465.989205,227226.000000,62904.149951
4096,384236.215258,137628.000000,17150.080874
8192,680359.393907,181865.000000,73287.528427
16384,1139536.937032,119340.000000,780071.049319
32768,1399344.933845,186656.000000,1261618.331201
65536,1423544.421400,129470.000000,1301827.521515
