frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,172794.842076,51646.000000,13456.121990
4,1288062.233648,111853.000000,600.290763
8,172743.233381,50097.000000,1080.536441
16,386829.797124,138494.000000,58171.406352
32,357758.022915,71873.000000,509.896068
64,414663.090067,244954.000000,844.659695
128,340589.014559,129762.000000,3712.486364
256,384276.297290,208347.000000,1490.556607
512,179189.678947,75779.000000,5965.329161
1024,389218.244155,213261.000000,24397.170328
2048,480994.040671,212625.000000,51112.618618
4096,558789.344311,163402.000000,26912.480339
8192,423900.144485,117523.000000,239722.921476
16384,1295316.356947,177508.000000,1143672.987810
32768,1130601.892892,175745.000000,517175.586753
65536,5638460.475136,298821.000000,5594554.043463
