frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,108877.251095,16923.000000,755.053640
4,1016918.442205,85496.000000,455.926529
8,264265.164350,62655.000000,463.959050
16,209764.732193,85843.000000,33.734256
32,68408.273579,12893.000000,2810.274542
64,451062.868217,280304.000000,14527.555851
128,518746.062009,229262.000000,8296.042129
256,366325.987495,82573.000000,25776.306970
512,288097.177494,134131.000000,4077.845264
1024,176066.519191,80944.000000,28608.282332
2048,229990.586997,54894.000000,57748.539072
4096,263111.389630,78244.000000,98226.448628
8192,986204.501918,200417.000000,456578.801987
16384,196390.986471,97838.000000,56289.069552
32768,1652001.187609,233064.000000,1218079.246395
65536,4080770.473040,295060.000000,3341314.295611
