frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,200625.537816,90087.000000,132.661223
4,289795.240373,48970.000000,319.465178
8,135351.839171,45396.000000,1100.016818
16,13050032.390549,402201.000000,456.408808
32,161391.929485,83609.000000,166.718325
64,552143.435790,155956.000000,4345.404469
128,280715.344256,186030.000000,2333.945372
256,152869.399642,72113.000000,11512.558100
512,199519.441025,92183.000000,11512.881090
1024,784879.717308,171655.000000,3415.965164
2048,919339.492881,230744.000000,96828.795836
4096,681647.278442,109724.000000,235258.522271
8192,277485.390374,77096.000000,115457.352044
16384,258266.330572,135238.000000,100313.047132
32768,1993074.162252,153685.000000,904990.847038
65536,1474164.032055,116304.000000,1461598.098422
