arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
26.00,30.00,6.00,99.75,0.25,400
20.00,30.00,9.00,98.75,1.25,400
20.00,16.77,64.00,85.50,14.50,400
22.00,5.65,4096.00,1.25,98.75,400
24.00,5.65,4096.00,3.00,97.00,400
20.00,4.07,262144.00,2.50,97.50,400
26.00,4.64,32768.00,1.75,98.25,400
30.00,16.77,64.00,95.25,4.75,400
28.00,30.00,15.00,87.75,12.25,400
26.00,30.00,15.00,88.75,11.25,400
22.00,4.64,32768.00,1.50,98.50,400
28.00,4.64,32768.00,1.50,98.50,400
26.00,7.92,512.00,2.50,97.50,400
28.00,16.77,64.00,92.50,7.50,400
26.00,30.00,18.00,78.00,22.00,400
24.00,4.64,32768.00,2.25,97.75,400
24.00,16.77,64.00,95.50,4.50,400
26.00,5.65,4096.00,3.00,97.00,400
28.00,5.65,4096.00,1.00,99.00,400
28.00,30.00,18.00,78.25,21.75,400
28.00,30.00,9.00,99.50,0.50,400
20.00,4.64,32768.00,2.75,97.25,400
22.00,30.00,12.00,96.25,3.75,400
28.00,30.00,12.00,95.25,4.75,400
20.00,30.00,12.00,91.25,8.75,400
24.00,30.00,15.00,85.00,15.00,400
26.00,4.07,262144.00,2.50,97.50,400
24.00,30.00,12.00,98.00,2.00,400
26.00,16.77,64.00,95.50,4.50,400
22.00,30.00,15.00,85.75,14.25,400
20.00,7.92,512.00,2.00,98.00,400
22.00,30.00,18.00,58.25,41.75,400
28.00,7.92,512.00,2.75,97.25,400
20.00,5.65,4096.00,2.00,98.00,400
22.00,30.00,6.00,99.75,0.25,400
24.00,30.00,9.00,99.75,0.25,400
26.00,30.00,9.00,99.50,0.50,400
40.00,30.00,15.00,68.75,31.25,400
40.00,30.00,6.00,98.25,1.75,400
24.00,30.00,18.00,75.50,24.50,400
30.00,4.07,262144.00,4.00,96.00,400
40.00,16.77,64.00,84.75,15.25,400
32.00,30.00,15.00,81.50,18.50,400
24.00,7.92,512.00,4.00,96.00,400
40.00,30.00,9.00,93.50,6.50,400
38.00,5.65,4096.00,1.75,98.25,400
38.00,7.92,512.00,5.00,95.00,400
32.00,16.77,64.00,93.75,6.25,400
40.00,30.00,18.00,54.00,46.00,400
40.00,7.92,512.00,1.75,98.25,400
20.00,30.00,6.00,99.75,0.25,400
30.00,30.00,6.00,99.75,0.25,400
30.00,7.92,512.00,3.75,96.25,400
34.00,30.00,12.00,93.50,6.50,400
30.00,5.65,4096.00,4.25,95.75,400
32.00,30.00,12.00,93.25,6.75,400
40.00,4.64,32768.00,2.50,97.50,400
36.00,30.00,9.00,97.00,3.00,400
36.00,16.77,64.00,88.50,11.50,400
34.00,30.00,9.00,97.25,2.75,400
36.00,30.00,12.00,89.00,11.00,400
38.00,30.00,15.00,75.50,24.50,400
36.00,7.92,512.00,3.00,97.00,400
20.00,30.00,15.00,73.75,26.25,400
36.00,4.07,262144.00,4.25,95.75,400
34.00,5.65,4096.00,2.00,98.00,400
34.00,7.92,512.00,5.50,94.50,400
20.00,30.00,18.00,56.25,43.75,400
36.00,30.00,18.00,62.00,38.00,400
28.00,4.07,262144.00,1.75,98.25,400
38.00,30.00,18.00,62.25,37.75,400
38.00,30.00,9.00,95.25,4.75,400
34.00,30.00,15.00,79.50,20.50,400
22.00,30.00,9.00,98.75,1.25,400
30.00,30.00,12.00,95.50,4.50,400
36.00,30.00,6.00,98.75,1.25,400
30.00,30.00,9.00,99.00,1.00,400
40.00,30.00,12.00,83.25,16.75,400
22.00,7.92,512.00,3.50,96.50,400
24.00,30.00,6.00,99.75,0.25,400
34.00,30.00,18.00,68.50,31.50,400
30.00,4.64,32768.00,2.00,98.00,400
32.00,4.64,32768.00,2.50,97.50,400
36.00,4.64,32768.00,2.50,97.50,400
24.00,4.07,262144.00,2.50,97.50,400
32.00,5.65,4096.00,2.00,98.00,400
34.00,4.64,32768.00,1.50,98.50,400
22.00,4.07,262144.00,2.75,97.25,400
32.00,30.00,9.00,98.25,1.75,400
34.00,16.77,64.00,93.00,7.00,400
36.00,30.00,15.00,73.25,26.75,400
26.00,30.00,12.00,97.00,3.00,400
34.00,30.00,6.00,99.25,0.75,400
30.00,30.00,18.00,75.75,24.25,400
38.00,16.77,64.00,80.25,19.75,400
32.00,30.00,18.00,72.00,28.00,400
32.00,30.00,6.00,99.50,0.50,400
38.00,30.00,6.00,98.00,2.00,400
38.00,30.00,12.00,86.75,13.25,400
38.00,4.64,32768.00,3.50,96.50,400
40.00,5.65,4096.00,4.50,95.50,400
36.00,5.65,4096.00,2.50,97.50,400
32.00,7.92,512.00,2.25,97.75,400
28.00,30.00,6.00,99.75,0.25,400
32.00,4.07,262144.00,4.25,95.75,400
34.00,4.07,262144.00,3.25,96.75,400
38.00,4.07,262144.00,4.25,95.75,400
30.00,30.00,15.00,89.25,10.75,400
22.00,16.77,64.00,89.75,10.25,400
40.00,4.07,262144.00,3.75,96.25,400
