arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
38.00,5.65,4096.00,0.00,100.00,20
40.00,30.00,6.00,95.00,5.00,20
34.00,4.07,262144.00,0.00,100.00,20
30.00,16.77,64.00,95.00,5.00,20
38.00,16.77,64.00,95.00,5.00,20
40.00,30.00,15.00,95.00,5.00,20
30.00,30.00,12.00,95.00,5.00,20
24.00,4.07,262144.00,0.00,100.00,20
24.00,5.65,4096.00,0.00,100.00,20
22.00,5.65,4096.00,0.00,100.00,20
40.00,30.00,12.00,95.00,5.00,20
36.00,4.64,32768.00,0.00,100.00,20
38.00,4.64,32768.00,0.00,100.00,20
20.00,4.07,262144.00,0.00,100.00,20
34.00,4.64,32768.00,0.00,100.00,20
34.00,7.92,512.00,0.00,100.00,20
40.00,7.92,512.00,0.00,100.00,20
24.00,4.64,32768.00,0.00,100.00,20
26.00,7.92,512.00,0.00,100.00,20
36.00,16.77,64.00,95.00,5.00,20
36.00,7.92,512.00,0.00,100.00,20
30.00,7.92,512.00,0.00,100.00,20
32.00,16.77,64.00,95.00,5.00,20
22.00,4.64,32768.00,0.00,100.00,20
32.00,30.00,12.00,95.00,5.00,20
28.00,4.07,262144.00,0.00,100.00,20
36.00,30.00,6.00,95.00,5.00,20
36.00,30.00,9.00,95.00,5.00,20
30.00,30.00,9.00,95.00,5.00,20
32.00,4.64,32768.00,0.00,100.00,20
30.00,5.65,4096.00,0.00,100.00,20
30.00,4.64,32768.00,0.00,100.00,20
30.00,30.00,15.00,95.00,5.00,20
34.00,16.77,64.00,95.00,5.00,20
32.00,30.00,15.00,95.00,5.00,20
32.00,30.00,18.00,95.00,5.00,20
34.00,30.00,12.00,95.00,5.00,20
26.00,4.07,262144.00,0.00,100.00,20
32.00,30.00,6.00,95.00,5.00,20
30.00,4.07,262144.00,0.00,100.00,20
28.00,5.65,4096.00,0.00,100.00,20
20.00,5.65,4096.00,0.00,100.00,20
28.00,4.64,32768.00,0.00,100.00,20
32.00,7.92,512.00,0.00,100.00,20
20.00,4.64,32768.00,0.00,100.00,20
36.00,5.65,4096.00,0.00,100.00,20
36.00,30.00,15.00,95.00,5.00,20
40.00,4.64,32768.00,0.00,100.00,20
40.00,30.00,9.00,95.00,5.00,20
40.00,5.65,4096.00,0.00,100.00,20
26.00,5.65,4096.00,0.00,100.00,20
24.00,7.92,512.00,0.00,100.00,20
32.00,4.07,262144.00,0.00,100.00,20
40.00,30.00,18.00,95.00,5.00,20
30.00,30.00,18.00,95.00,5.00,20
36.00,30.00,18.00,95.00,5.00,20
36.00,4.07,262144.00,0.00,100.00,20
36.00,30.00,12.00,95.00,5.00,20
28.00,30.00,15.00,95.00,5.00,20
28.00,16.77,64.00,95.00,5.00,20
34.00,5.65,4096.00,0.00,100.00,20
32.00,5.65,4096.00,0.00,100.00,20
30.00,30.00,6.00,95.00,5.00,20
40.00,4.07,262144.00,0.00,100.00,20
22.00,7.92,512.00,0.00,100.00,20
26.00,16.77,64.00,95.00,5.00,20
34.00,30.00,9.00,95.00,5.00,20
34.00,30.00,15.00,95.00,5.00,20
34.00,30.00,18.00,95.00,5.00,20
38.00,30.00,12.00,95.00,5.00,20
38.00,30.00,9.00,95.00,5.00,20
38.00,30.00,6.00,95.00,5.00,20
24.00,30.00,9.00,95.00,5.00,20
38.00,30.00,15.00,95.00,5.00,20
38.00,7.92,512.00,0.00,100.00,20
28.00,30.00,9.00,95.00,5.00,20
38.00,4.07,262144.00,0.00,100.00,20
40.00,16.77,64.00,95.00,5.00,20
22.00,4.07,262144.00,0.00,100.00,20
28.00,30.00,12.00,95.00,5.00,20
20.00,7.92,512.00,0.00,100.00,20
32.00,30.00,9.00,95.00,5.00,20
24.00,16.77,64.00,95.00,5.00,20
34.00,30.00,6.00,95.00,5.00,20
22.00,30.00,9.00,95.00,5.00,20
22.00,30.00,15.00,95.00,5.00,20
20.00,30.00,15.00,95.00,5.00,20
26.00,30.00,12.00,95.00,5.00,20
24.00,30.00,18.00,95.00,5.00,20
28.00,30.00,6.00,95.00,5.00,20
24.00,30.00,6.00,95.00,5.00,20
28.00,7.92,512.00,0.00,100.00,20
20.00,30.00,12.00,95.00,5.00,20
26.00,30.00,6.00,95.00,5.00,20
38.00,30.00,18.00,95.00,5.00,20
28.00,30.00,18.00,95.00,5.00,20
26.00,30.00,18.00,95.00,5.00,20
26.00,4.64,32768.00,0.00,100.00,20
22.00,30.00,18.00,95.00,5.00,20
24.00,30.00,12.00,95.00,5.00,20
24.00,30.00,15.00,95.00,5.00,20
20.00,30.00,18.00,95.00,5.00,20
26.00,30.00,9.00,95.00,5.00,20
22.00,30.00,12.00,95.00,5.00,20
20.00,30.00,9.00,95.00,5.00,20
26.00,30.00,15.00,95.00,5.00,20
20.00,16.77,64.00,95.00,5.00,20
22.00,30.00,6.00,95.00,5.00,20
22.00,16.77,64.00,95.00,5.00,20
20.00,30.00,6.00,95.00,5.00,20
