arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
40.00,16.77,64.00,79.50,20.50,400
38.00,30.00,6.00,99.25,0.75,400
32.00,30.00,18.00,74.00,26.00,400
34.00,30.00,6.00,99.25,0.75,400
40.00,30.00,6.00,97.75,2.25,400
32.00,30.00,9.00,99.50,0.50,400
40.00,30.00,12.00,84.50,15.50,400
32.00,30.00,6.00,99.50,0.50,400
40.00,5.65,4096.00,1.75,98.25,400
38.00,30.00,15.00,73.25,26.75,400
34.00,30.00,9.00,97.50,2.50,400
36.00,4.07,262144.00,4.75,95.25,400
38.00,30.00,12.00,87.50,12.50,400
40.00,4.64,32768.00,2.75,97.25,400
40.00,30.00,9.00,93.50,6.50,400
34.00,5.65,4096.00,2.25,97.75,400
40.00,30.00,15.00,64.75,35.25,400
38.00,30.00,9.00,94.25,5.75,400
36.00,30.00,12.00,90.00,10.00,400
38.00,30.00,18.00,63.50,36.50,400
30.00,30.00,9.00,99.25,0.75,400
30.00,4.64,32768.00,1.50,98.50,400
40.00,30.00,18.00,59.25,40.75,400
38.00,16.77,64.00,86.50,13.50,400
40.00,4.07,262144.00,4.00,96.00,400
30.00,5.65,4096.00,4.00,96.00,400
34.00,7.92,512.00,4.75,95.25,400
36.00,7.92,512.00,2.25,97.75,400
20.00,4.07,262144.00,3.50,96.50,400
26.00,5.65,4096.00,1.25,98.75,400
26.00,4.64,32768.00,3.25,96.75,400
24.00,4.64,32768.00,2.25,97.75,400
32.00,16.77,64.00,93.50,6.50,400
22.00,4.64,32768.00,1.00,99.00,400
28.00,5.65,4096.00,2.50,97.50,400
20.00,4.64,32768.00,2.50,97.50,400
22.00,5.65,4096.00,2.75,97.25,400
26.00,4.07,262144.00,2.25,97.75,400
36.00,30.00,15.00,71.75,28.25,400
34.00,16.77,64.00,90.25,9.75,400
26.00,7.92,512.00,3.25,96.75,400
34.00,30.00,15.00,82.50,17.50,400
36.00,16.77,64.00,91.25,8.75,400
30.00,30.00,12.00,96.00,4.00,400
34.00,30.00,12.00,88.75,11.25,400
32.00,4.07,262144.00,4.25,95.75,400
36.00,30.00,18.00,62.25,37.75,400
36.00,5.65,4096.00,2.50,97.50,400
36.00,4.64,32768.00,2.00,98.00,400
40.00,7.92,512.00,4.25,95.75,400
32.00,30.00,12.00,90.50,9.50,400
28.00,4.07,262144.00,1.75,98.25,400
32.00,7.92,512.00,3.00,97.00,400
38.00,5.65,4096.00,2.75,97.25,400
30.00,30.00,15.00,88.75,11.25,400
28.00,30.00,12.00,96.25,3.75,400
32.00,4.64,32768.00,2.75,97.25,400
22.00,4.07,262144.00,2.75,97.25,400
36.00,30.00,6.00,99.25,0.75,400
28.00,30.00,9.00,99.00,1.00,400
34.00,30.00,18.00,63.75,36.25,400
