frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3076501.725299,69793.000000,51706.021545
4,4121649.418883,277944.000000,67796.050807
8,2896003.383778,230896.000000,49533.731164
16,5314160.489342,117107.000000,31323.844256
32,4761162.270900,98622.000000,308703.638092
64,7024252.572458,163604.000000,109513.829830
128,6614965.387106,166878.000000,148303.754716
256,5895850.549264,221591.000000,563937.633835
512,6546359.648895,216061.000000,1046320.886950
1024,8180598.694603,168858.000000,1277325.927560
2048,3013383.277110,239134.000000,552624.013667
4096,3993936.017280,228455.000000,500540.445739
8192,11824770.860997,261210.000000,5362385.905057
16384,9807210.344864,234128.000000,4123393.096129
32768,11386277.770732,306749.000000,5181264.690089
65536,1354610.412010,60604.000000,1343410.245690
