frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3111556.058356,289595.000000,169418.840502
4,2438799.922758,255094.000000,106.892469
8,3119221.771631,273224.000000,66764.231809
16,1231726.880443,128998.000000,2633.665127
32,3406643.094759,305211.000000,262383.075963
64,3751727.017327,281625.000000,125578.724663
128,4871061.144628,303874.000000,374408.080830
256,4223353.677556,304690.000000,293307.137446
512,4643354.158888,302499.000000,519022.594722
1024,5126934.011720,300669.000000,684083.029965
2048,4528514.675444,302491.000000,1122916.127380
4096,2966036.052454,191237.000000,1178284.972740
8192,3680730.092534,212870.000000,1021003.387767
16384,6400706.477566,304016.000000,2912930.062835
32768,5500203.503844,283919.000000,1974606.811889
65536,1679690.260649,124588.000000,0.000000
