frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2867698.199198,275866.000000,7568.018565
4,3772568.337840,304786.000000,48321.602084
8,3729482.271929,305687.000000,95854.912472
16,3318897.803006,304457.000000,78539.869181
32,4877979.841498,302405.000000,154566.960587
64,4312478.870829,307116.000000,297617.055341
128,4407499.179146,304051.000000,268658.504155
256,4837600.305616,304034.000000,375480.568355
512,4464477.692208,284131.000000,483319.040925
1024,4705783.156452,301136.000000,675061.674885
2048,3607832.589827,202352.000000,985934.104442
4096,4370310.894852,280293.000000,923369.280590
8192,5895415.999759,296575.000000,2920232.690617
16384,3556134.012954,237418.000000,1009722.855540
32768,4358649.563964,249965.000000,2417690.999379
65536,5053299.017469,240791.000000,4219747.266545
