frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1607636.987604,260217.000000,11885.722401
4,2497053.618133,294809.000000,38471.405511
8,3315103.760576,306658.000000,59059.183393
16,2756143.290085,305259.000000,287999.477406
32,3487700.425022,299754.000000,93110.002304
64,3767125.850980,298761.000000,73980.154873
128,4075167.953700,303441.000000,217381.596873
256,2662936.406455,302439.000000,239623.869694
512,4798632.633231,300727.000000,414720.830397
1024,4553048.534713,284470.000000,908432.373421
2048,4453333.849109,267447.000000,1300138.170603
4096,2460277.082322,289093.000000,597540.677240
8192,2666704.477731,261358.000000,850326.627093
16384,5235779.260470,304092.000000,2369171.712501
32768,8764424.749737,240419.000000,3769263.910723
65536,3309952.665493,168807.000000,2531317.736634
