frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,854548.014423,143796.000000,4946.532624
4,2318531.934713,303192.000000,16413.001493
8,2534877.227830,281664.000000,57787.710389
16,2187696.222303,242640.000000,36379.600204
32,3302938.439073,302633.000000,61051.314605
64,3933880.676770,303593.000000,148817.118945
128,2893358.748907,277857.000000,105248.242014
256,3351838.231140,287886.000000,246443.224376
512,5365253.769811,306506.000000,387304.632056
1024,4796602.990182,293256.000000,443096.506417
2048,4486481.396212,300368.000000,902104.002096
4096,3951554.935774,302775.000000,934169.842214
8192,5462153.270859,286465.000000,1690988.562119
16384,3375474.624524,206986.000000,1550205.995478
32768,3636173.924954,136588.000000,3435383.232563
65536,3721770.974140,182185.000000,3308794.880195
