frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3452767.105854,86732.000000,110795.858230
4,3899498.331759,204899.000000,83508.615071
8,3260169.018284,241587.000000,30683.383940
16,2813051.862200,112870.000000,46818.291671
32,6223333.346434,238953.000000,216891.112932
64,5422507.160580,122208.000000,224520.044885
128,5775076.078313,134785.000000,537646.481678
256,6704514.916624,305249.000000,375980.042159
512,8643914.865312,196244.000000,1086780.883811
1024,6560972.792094,149496.000000,1093652.111004
2048,8437923.904462,192398.000000,2089647.594305
4096,4966891.007227,303659.000000,1267904.700124
8192,9284987.933402,196555.000000,2136969.293054
16384,3481616.943764,96847.000000,1449043.708572
32768,10125537.080193,234535.000000,5740197.433055
65536,9485933.758498,230262.000000,5280756.249158
