frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2431534.458093,295134.000000,0.000000
4,3323507.219088,296844.000000,0.000000
8,2308543.554098,301360.000000,0.000000
16,3137900.113234,302925.000000,0.000000
32,3394201.113302,302792.000000,0.000000
64,3644880.441425,301344.000000,0.000000
128,4102207.154443,299342.000000,0.000000
256,4635906.793844,300053.000000,0.000000
512,4341355.296168,302672.000000,0.000000
1024,6050914.991217,301631.000000,0.000000
2048,4488009.522893,303931.000000,0.000000
4096,2709956.558079,254493.000000,0.000000
8192,4050165.460063,303421.000000,0.000000
16384,4268647.839164,158628.000000,0.000000
32768,9177945.774414,270644.000000,0.000000
65536,3033735.798976,188486.000000,0.000000
