frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3056496.143069,304952.000000,61122.199551
4,2999162.143370,296062.000000,3834.010824
8,3811952.647687,294332.000000,45615.172903
16,4237971.110734,305320.000000,117064.922086
32,3703019.825141,296146.000000,196195.689186
64,4602595.466217,295118.000000,97883.605818
128,4523777.781418,304772.000000,274272.011082
256,3812545.457340,306182.000000,211966.017276
512,5150218.560507,302554.000000,356357.282220
1024,3877213.410017,269156.000000,597883.102158
2048,2834944.720370,215123.000000,611477.989795
4096,4339404.601950,305652.000000,1766414.812924
8192,4656225.790153,304576.000000,1401294.614128
16384,10444295.650536,304383.000000,4668231.401824
32768,4066743.493617,302670.000000,1655267.163873
65536,5137875.462057,180050.000000,4368647.444474
