frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3615021.183618,299525.000000,0.000000
4,3235337.775149,299834.000000,0.000000
8,3458872.421956,292032.000000,0.000000
16,3277469.285981,300310.000000,0.000000
32,2901589.742010,298850.000000,0.000000
64,3844873.823546,302771.000000,0.000000
128,3731291.417481,273297.000000,0.000000
256,3181534.454459,232588.000000,0.000000
512,5309978.461199,290087.000000,0.000000
1024,4231191.585423,299414.000000,0.000000
2048,4959239.875084,301345.000000,0.000000
4096,5273813.308261,305408.000000,0.000000
8192,5664826.515229,302040.000000,0.000000
16384,6203390.642442,289376.000000,0.000000
32768,5842592.240929,307136.000000,0.000000
65536,10239205.038875,306336.000000,0.000000
