frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3380128.777362,92783.000000,0.000000
4,2533667.696571,304687.000000,0.000000
8,2515523.162410,89997.000000,0.000000
16,2629503.046063,69207.000000,0.000000
32,5711227.949940,282889.000000,0.000000
64,5889036.195757,163503.000000,0.000000
128,4462572.153223,113470.000000,0.000000
256,5804218.539106,142437.000000,0.000000
512,5434664.587192,126469.000000,0.000000
1024,4617701.408375,135250.000000,0.000000
2048,7582939.733241,157218.000000,0.000000
4096,5419291.332900,151171.000000,0.000000
8192,5284006.472980,306148.000000,0.000000
16384,7640519.339181,200057.000000,0.000000
32768,10425320.773253,305999.000000,0.000000
65536,3765485.915441,102587.000000,0.000000
