frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2428286.355886,293681.000000,20869.956013
4,3091078.443800,295126.000000,52589.924577
8,2100560.058813,262677.000000,39166.514422
16,3075081.211573,300367.000000,106297.526237
32,3021294.639033,303209.000000,57990.013959
64,3927479.157328,304956.000000,98072.797049
128,4964142.353607,300345.000000,215560.232232
256,5159442.326736,304785.000000,240438.996810
512,4257874.769927,302599.000000,669334.033334
1024,4930846.685785,298030.000000,441893.481925
2048,3197256.697877,278099.000000,490019.500825
4096,3745400.643626,292386.000000,395935.902458
8192,4497280.278717,303723.000000,878365.905217
16384,9555397.066630,243964.000000,5018646.538276
32768,5052129.993379,289149.000000,3311178.549714
65536,12438282.018086,303943.000000,11542177.543820
