frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2436234.016383,229512.000000,0.000000
4,2948709.863161,287869.000000,0.000000
8,1944143.673976,286683.000000,0.000000
16,3413874.894727,304009.000000,0.000000
32,2972547.007304,304721.000000,0.000000
64,4631509.791321,305510.000000,0.000000
128,2464299.131940,302275.000000,0.000000
256,4052146.538038,305770.000000,0.000000
512,5212145.835879,287933.000000,0.000000
1024,3409247.096652,195978.000000,0.000000
2048,2842252.835518,303903.000000,0.000000
4096,1324849.371011,183313.000000,0.000000
8192,4500437.100470,274864.000000,0.000000
16384,5683314.039099,255941.000000,0.000000
32768,2161492.937676,155880.000000,0.000000
65536,3463261.577286,144399.000000,0.000000
