frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1194996.896734,224469.000000,23445.538552
4,1782602.920699,290172.000000,58337.801030
8,3116101.587551,269126.000000,50478.170074
16,1850774.907992,170071.000000,53886.893184
32,4082550.259060,293726.000000,129989.587471
64,3761116.309193,276417.000000,144640.105645
128,4959567.050519,304850.000000,377377.014748
256,5724237.077466,302201.000000,694501.799329
512,2336857.189655,262429.000000,107699.000929
1024,4379280.418273,261092.000000,199281.877204
2048,5980349.005612,278059.000000,939599.230521
4096,9339215.095999,305046.000000,1004336.191312
8192,6801745.098708,303817.000000,1884778.349338
16384,5691534.083433,304222.000000,3464669.460628
32768,3286086.257686,145639.000000,1816610.866193
65536,9533687.189721,225537.000000,9528647.510687
