frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1139997.800077,28570.000000,40705.224468
4,1136807.449843,29760.000000,7759.854251
8,2887356.856121,72748.000000,86948.823989
16,3882103.323135,95448.000000,25251.880207
32,4527081.643205,100473.000000,189421.153520
64,4907263.596070,305506.000000,381389.442834
128,5824803.230699,140201.000000,609780.789862
256,7631846.319470,175364.000000,308360.868719
512,9253998.880861,305668.000000,269031.306002
1024,7683777.277614,175742.000000,463233.791583
2048,7577907.925942,305329.000000,872901.430196
4096,6209984.505368,123750.000000,1926740.329012
8192,6400615.337390,162691.000000,3622674.396826
16384,10842474.766792,250782.000000,4167825.753264
32768,11320027.434841,249720.000000,4406371.144900
65536,1904250.777240,73372.000000,1525515.292974
