frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1176420.294912,213339.000000,39311.565766
4,3052490.360869,95422.000000,6770.681502
8,4142463.205403,99576.000000,163665.630946
16,5942375.332580,119683.000000,69794.701045
32,4738528.144926,109000.000000,260607.198345
64,4467390.714600,228168.000000,304047.928350
128,7241630.805487,184491.000000,132397.546865
256,6178609.616670,160168.000000,155186.687135
512,6803018.975187,304435.000000,129233.935214
1024,7879599.905870,195328.000000,1777252.196674
2048,5621836.282726,298199.000000,736093.325123
4096,10707133.342965,248542.000000,3859117.670707
8192,6855917.032121,187240.000000,3108846.683523
16384,11061030.862556,248874.000000,8438049.724215
32768,1889674.527089,53644.000000,0.000000
65536,7707107.378955,175317.000000,4228466.356462
