frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3579994.768425,279312.000000,61.000000
4,3747732.474184,293760.000000,136268.063948
8,3868829.479795,297244.000000,76169.907313
16,3845445.624596,305348.000000,50978.703200
32,4479933.813896,293233.000000,108825.450718
64,3782648.911409,272783.000000,316006.293304
128,3304904.161893,274411.000000,114681.416869
256,5349306.296413,304137.000000,608136.471153
512,3961295.680301,281671.000000,427910.180120
1024,3461242.239318,278088.000000,763248.628622
2048,4395710.078944,305791.000000,852549.418507
4096,3933664.559190,277281.000000,942874.989032
8192,7947458.769587,201560.000000,2260658.451125
16384,2237084.251502,137274.000000,943949.630365
32768,4664766.194711,171451.000000,2973989.588140
65536,9720655.528076,235631.000000,7864539.696793
