frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1284652.169066,40001.000000,0.000000
4,631214.892266,62281.000000,0.000000
8,3829703.063986,87188.000000,0.000000
16,4238583.976913,112045.000000,0.000000
32,4333593.729340,107504.000000,0.000000
64,5934929.543613,136570.000000,0.000000
128,7769009.433566,304996.000000,0.000000
256,8008717.882864,192704.000000,0.000000
512,8082930.393911,304754.000000,0.000000
1024,7388087.165514,173752.000000,0.000000
2048,6135947.866092,131104.000000,0.000000
4096,2308320.184153,55564.000000,0.000000
8192,2901735.264253,210357.000000,0.000000
16384,3772887.974826,96327.000000,0.000000
32768,12994803.120352,305187.000000,0.000000
65536,373266.652861,19501.000000,0.000000
