frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1663067.488479,276452.000000,35838.217032
4,2041932.175106,234704.000000,6265.820297
8,2295337.351356,288983.000000,19826.166246
16,4120616.280393,285028.000000,21569.075154
32,4436187.697914,305687.000000,13131.981191
64,4392866.277903,278239.000000,62281.386401
128,3729788.655240,304715.000000,111163.090678
256,4898562.464095,254813.000000,746389.580507
512,5964663.253655,304876.000000,211995.361412
1024,4561164.023369,305694.000000,476764.829154
2048,8086670.904542,271811.000000,1575931.490996
4096,8700948.579547,304210.000000,3422376.794477
8192,7937851.122084,287086.000000,1684504.888209
16384,2929023.806036,153897.000000,1804193.245942
32768,12300288.153995,305088.000000,7509024.241542
65536,10984090.878127,305364.000000,7789799.866180
