frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2779522.395507,274153.000000,0.000000
4,2177017.956790,299901.000000,0.000000
8,2433550.666232,303335.000000,0.000000
16,2813237.252562,267952.000000,0.000000
32,2779954.312041,263667.000000,0.000000
64,3742244.408874,278531.000000,0.000000
128,5861191.117797,283341.000000,0.000000
256,6361924.337247,277983.000000,0.000000
512,4139352.299740,286172.000000,0.000000
1024,5916052.286448,293423.000000,0.000000
2048,5258327.544754,277161.000000,0.000000
4096,6552296.427636,239928.000000,0.000000
8192,4700054.699777,294729.000000,0.000000
16384,2769009.383086,156578.000000,0.000000
32768,5814049.775642,304555.000000,0.000000
65536,3050946.468813,210780.000000,0.000000
