frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3406051.811853,304514.000000,68378.141310
4,2974362.978921,292932.000000,25089.762912
8,3418170.617663,290234.000000,45422.000903
16,3088828.747977,287503.000000,22195.785118
32,3851966.206180,289241.000000,24994.018504
64,3535222.718517,292774.000000,32197.986614
128,3873219.679340,305630.000000,298136.994087
256,3674192.094603,295912.000000,260601.462032
512,3547160.669406,292595.000000,326525.021075
1024,5325345.710486,300498.000000,479198.123555
2048,5240955.626844,300661.000000,519879.001811
4096,4694486.945588,306175.000000,1217549.161857
8192,4132083.429442,304756.000000,1908538.419131
16384,4509991.433953,279167.000000,872061.106197
32768,9762532.949958,298287.000000,8343337.402059
65536,6186700.606814,191953.000000,6186518.086940
