frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,849004.039637,144194.000000,3989.767161
4,2179363.268568,291102.000000,33909.252410
8,3681112.906018,294156.000000,20012.304190
16,3468502.891529,277455.000000,117757.614955
32,2748125.320922,303843.000000,56207.427143
64,3360917.899996,299051.000000,163132.282823
128,3569626.278866,301366.000000,290766.201841
256,2779893.763270,294474.000000,140924.489508
512,4316666.543143,281490.000000,385243.614661
1024,4331964.288060,302265.000000,317295.006224
2048,4078732.712115,300452.000000,568504.888672
4096,4671236.569799,289827.000000,1039035.891912
8192,5775174.978993,289482.000000,1338542.155189
16384,5192029.348023,224897.000000,1939716.576886
32768,7459057.460411,243193.000000,5856027.030507
65536,6109970.388555,240610.000000,4786411.188396
