frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1621104.677191,252013.000000,15940.067221
4,3386520.576403,272585.000000,111.319360
8,1228275.073799,257498.000000,231924.352531
16,1929332.095872,299441.000000,17572.284200
32,1662492.211411,198590.000000,33975.010081
64,4581486.748137,304652.000000,204888.279189
128,3468878.881419,300297.000000,405095.478510
256,5099662.008440,298735.000000,536459.768728
512,5341231.815787,303598.000000,564525.908098
1024,2960260.064071,213422.000000,425357.419774
2048,6304807.586853,271184.000000,87514.635565
4096,3708300.044428,272029.000000,1263235.542955
8192,3019251.543680,219607.000000,1501169.231798
16384,7682515.305261,296173.000000,4772797.375353
32768,4284516.811054,177580.000000,2713601.575382
65536,11150627.840940,304372.000000,8251416.147677
