frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2565406.541790,272930.000000,0.000000
4,3549626.045051,307293.000000,0.000000
8,3475972.669903,303393.000000,0.000000
16,3606888.169689,286466.000000,0.000000
32,3224354.595961,298979.000000,0.000000
64,3975020.772005,300107.000000,0.000000
128,4168131.967534,306435.000000,0.000000
256,4668474.936394,308590.000000,0.000000
512,4734026.379187,300541.000000,0.000000
1024,5297399.137801,301445.000000,0.000000
2048,4571108.206510,305994.000000,0.000000
4096,3668888.068536,287168.000000,0.000000
8192,6403560.338432,240554.000000,0.000000
16384,10534120.671032,306649.000000,0.000000
32768,4861253.513790,305495.000000,0.000000
65536,3333139.239751,122755.000000,0.000000
