frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2900638.243356,289522.000000,79574.275730
4,2324168.811346,280666.000000,47.106263
8,2751034.082000,269361.000000,84698.094707
16,2639047.618277,281991.000000,81423.451861
32,3451065.057404,305053.000000,147517.227974
64,4249237.696873,271719.000000,195484.317775
128,6097559.575367,287986.000000,201472.235963
256,4788202.424542,275398.000000,270070.925873
512,6345741.583792,296411.000000,603219.021437
1024,6959681.193752,285210.000000,1143458.224346
2048,5017837.851946,287347.000000,477152.031727
4096,9667956.988239,300017.000000,2868638.795719
8192,1788851.195861,306292.000000,350224.429365
16384,10951878.867903,304352.000000,5610687.804757
32768,9393567.226993,236269.000000,1544506.247733
65536,9159920.386785,216187.000000,7680006.867132
