frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3092173.787143,297140.000000,0.000000
4,3742936.126683,304858.000000,0.000000
8,3222794.752912,301793.000000,0.000000
16,3558456.711061,297394.000000,0.000000
32,4692141.584592,308326.000000,0.000000
64,3537442.293100,300997.000000,0.000000
128,4253636.666799,303618.000000,0.000000
256,4600684.701336,298212.000000,0.000000
512,5146447.625064,308550.000000,0.000000
1024,3626831.043689,302274.000000,0.000000
2048,3322138.756866,249917.000000,0.000000
4096,4269844.287047,232461.000000,0.000000
8192,4533986.590522,260510.000000,0.000000
16384,5186396.524545,305759.000000,0.000000
32768,2943316.261395,213890.000000,0.000000
65536,3433571.130898,304755.000000,0.000000
