frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,4619684.579766,125284.000000,0.000000
4,3920816.563704,103911.000000,0.000000
8,1477741.491748,36156.000000,0.000000
16,2993572.314579,77579.000000,0.000000
32,5919876.833554,235057.000000,0.000000
64,4288708.516930,117678.000000,0.000000
128,5635210.059876,254383.000000,0.000000
256,6016374.223676,136275.000000,0.000000
512,7394538.534862,173953.000000,0.000000
1024,7459234.992048,183251.000000,0.000000
2048,9620632.363672,305454.000000,0.000000
4096,6894431.782205,289102.000000,0.000000
8192,9189598.700280,264624.000000,0.000000
16384,7386579.857425,193522.000000,0.000000
32768,1028830.205282,47836.000000,0.000000
65536,10840018.265023,306317.000000,0.000000
