frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2803777.703561,195101.000000,2329.856863
4,2847323.545164,70300.000000,44061.250311
8,3304422.196371,141782.000000,24460.052760
16,5895697.552829,155669.000000,50480.628265
32,6001075.679781,142826.000000,188188.870627
64,3702110.330335,105464.000000,16124.438657
128,6075620.087473,180665.000000,543182.949819
256,6474675.932962,157945.000000,186402.259082
512,7356975.206960,155199.000000,642487.917620
1024,7414075.781319,295856.000000,529841.431299
2048,7775769.944458,304018.000000,523346.195049
4096,6138668.214549,266185.000000,399082.341076
8192,8243957.243934,208608.000000,2254998.526000
16384,1784817.363327,59670.000000,490554.300916
32768,12724863.773560,276434.000000,5279227.630284
65536,14200306.066896,305308.000000,14041293.370772
