frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
2048,338469.369786,202353.000000,509190.489849,124707.000000,338469.369786,202353.000000,338469.369786,202353.000000,338469.369786,202353.000000,338469.369786,202353.000000
256,125830.369585,45037.000000,125830.369585,45037.000000,125830.369585,45037.000000,125830.369585,45037.000000,125830.369585,45037.000000,125830.369585,45037.000000
2,98711.721796,35869.000000,98711.721796,35869.000000,98711.721796,35869.000000,98711.721796,35869.000000,98711.721796,35869.000000,98711.721796,35869.000000
8,91721.428102,51996.000000,91721.428102,51996.000000,91721.428102,51996.000000,91721.428102,51996.000000,91721.428102,51996.000000,91721.428102,51996.000000
16,135354.076126,56652.000000,135354.076126,56652.000000,135354.076126,56652.000000,135354.076126,56652.000000,135354.076126,56652.000000,135354.076126,56652.000000
512,583595.780883,253201.000000,583595.780883,253201.000000,583595.780883,253201.000000,583595.780883,253201.000000,583595.780883,253201.000000,583595.780883,253201.000000
4096,324464.821693,173261.000000,327453.452562,173261.000000,324464.821693,173261.000000,324464.821693,173261.000000,324464.821693,173261.000000,324464.821693,173261.000000
1024,412319.040512,194866.000000,412319.040512,194866.000000,412319.040512,194866.000000,412319.040512,194866.000000,412319.040512,194866.000000,412319.040512,194866.000000
32,362309.754510,179431.000000,362309.754510,179431.000000,362309.754510,179431.000000,362309.754510,179431.000000,362309.754510,179431.000000,362309.754510,179431.000000
64,295045.564446,99490.000000,295045.564446,99490.000000,295045.564446,99490.000000,295045.564446,99490.000000,295045.564446,99490.000000,295045.564446,99490.000000
4,257487.871066,127066.000000,257487.871066,127066.000000,257487.871066,127066.000000,257487.871066,127066.000000,257487.871066,127066.000000,257487.871066,127066.000000
128,497079.520506,273971.000000,497079.520506,273971.000000,497079.520506,273971.000000,497079.520506,273971.000000,497079.520506,273971.000000,497079.520506,273971.000000
65536,655159.800327,212635.000000,655159.800327,212635.000000,655159.800327,212635.000000,655159.800327,212635.000000,655159.800327,212635.000000,655159.800327,212635.000000
16384,798367.720923,177905.000000,798689.015571,177905.000000,804582.680677,177905.000000,798367.720923,177905.000000,798367.720923,177905.000000,798367.720923,177905.000000
8192,870758.024646,152638.000000,891684.421028,115098.000000,915893.555285,142899.000000,870758.024646,152638.000000,870758.024646,152638.000000,870758.024646,152638.000000
32768,1728326.335677,225223.000000,1862189.835568,179864.000000,1740035.613735,225223.000000,1740035.613735,225223.000000,1728326.335677,225223.000000,1728326.335677,225223.000000
