frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
64,178084.451278,93477.000000,178084.451278,93477.000000,178084.451278,93477.000000,178084.451278,93477.000000,178084.451278,93477.000000,178084.451278,93477.000000
32,276699.145909,167120.000000,303297.237165,115541.000000,276699.145909,167120.000000,276699.145909,167120.000000,276699.145909,167120.000000,276699.145909,167120.000000
2,192902.689657,78925.000000,192902.689657,78925.000000,192902.689657,78925.000000,192902.689657,78925.000000,192902.689657,78925.000000,192902.689657,78925.000000
8,201224.436916,113776.000000,201224.436916,113776.000000,201224.436916,113776.000000,201224.436916,113776.000000,201224.436916,113776.000000,201224.436916,113776.000000
65536,151047.652256,99264.000000,150943.267763,99264.000000,150943.267763,99264.000000,151047.652256,99264.000000,151047.652256,99264.000000,151047.652256,99264.000000
4096,224277.473383,109148.000000,277980.976531,71938.000000,255746.086048,106648.000000,228780.663698,109148.000000,225729.599249,109148.000000,224277.473383,109148.000000
256,216134.423908,118848.000000,255540.843217,89914.000000,220483.108711,118848.000000,216134.423908,118848.000000,216134.423908,118848.000000,216134.423908,118848.000000
1024,317007.512946,159521.000000,668571.165045,88973.000000,379811.890156,140337.000000,316490.840436,159521.000000,317007.512946,159521.000000,317007.512946,159521.000000
512,354054.821754,186742.000000,442969.220422,81878.000000,427061.316571,117988.000000,373164.301062,186742.000000,354054.821754,186742.000000,354054.821754,186742.000000
4,252335.134232,194363.000000,312245.811711,108728.000000,252335.134232,194363.000000,252335.134232,194363.000000,252335.134232,194363.000000,252335.134232,194363.000000
2048,348074.830651,197613.000000,362912.081412,197613.000000,348601.548925,197613.000000,348074.830651,197613.000000,348074.830651,197613.000000,348074.830651,197613.000000
128,323001.231008,164833.000000,412207.650229,117123.000000,323001.231008,164833.000000,323001.231008,164833.000000,323001.231008,164833.000000,323001.231008,164833.000000
8192,648769.098527,207659.000000,981773.398155,159238.000000,986059.177712,147269.000000,716824.155828,197874.000000,649546.465475,207659.000000,648769.098527,207659.000000
16,399663.727470,259566.000000,399663.727470,259566.000000,399663.727470,259566.000000,399663.727470,259566.000000,399663.727470,259566.000000,399663.727470,259566.000000
16384,737049.159835,248612.000000,2116151.682904,111833.000000,1918087.588072,140170.000000,1796157.191345,159068.000000,1494658.635478,208799.000000,737049.159835,248612.000000
32768,1541486.374477,243611.000000,2305563.800744,119803.000000,2198262.634153,130522.000000,2163856.497851,119803.000000,1680649.543312,160937.000000,1541486.374477,243611.000000
