frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
256,119671.771187,126412.572955,117318.241425,117318.241425,117333.867566,117316.265675
16,263200.182772,205240.091410,205236.125546,205240.091410,205240.091410,205236.125546
128,332457.029144,320080.987423,301104.618945,301104.618945,301104.618945,301104.075939
1024,167809.204908,160654.895618,161270.855082,162232.079781,166093.948866,163886.350106
2048,641154.356639,485704.671317,356214.782755,324230.996200,324194.133912,322593.838469
32,287028.944392,397177.993719,298675.834600,269093.788388,269093.788388,269093.788388
8192,534429.257754,495397.222130,474810.040856,381369.380073,395242.775118,375667.576320
32768,780564.874860,774397.465549,772775.252344,745911.047482,694043.332185,534589.436867
4,436356.792666,427059.680794,427059.680794,427059.680794,427059.680794,427059.680794
512,707963.722874,617045.813151,581425.453944,402825.981180,402825.981180,402636.544855
64,455206.464887,433788.414520,424085.770976,423973.565961,428613.656680,423973.565961
2,749964.582454,386048.252713,373423.489864,373515.987980,373515.987980,373423.489864
8,658756.878637,658036.794331,461796.052320,461796.052320,461796.052320,461796.052320
4096,1477680.629248,1499661.225816,1258330.811997,926665.901377,577891.070338,577861.518934
65536,1546757.705213,1499815.364227,1499815.364227,1318483.993471,1313530.068067,1313530.068067
16384,1407519.525279,1382526.592664,1354281.619098,985955.615646,941273.668932,835943.553295
