frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
8,89476.007086,52057.000000,89476.007086,52057.000000,89476.007086,52057.000000,89476.007086,52057.000000,89476.007086,52057.000000,89476.007086,52057.000000
16,135303.022793,56652.000000,137643.831569,53753.000000,135303.022793,56652.000000,135303.022793,56652.000000,135303.022793,56652.000000,135303.022793,56652.000000
2,99627.136559,37840.000000,99627.136559,37840.000000,99627.136559,37840.000000,99627.136559,37840.000000,99627.136559,37840.000000,99627.136559,37840.000000
256,125505.117198,45037.000000,124843.001306,45037.000000,127313.449376,45037.000000,125505.117198,45037.000000,125505.117198,45037.000000,125505.117198,45037.000000
65536,656223.080413,212635.000000,656223.080413,212635.000000,656223.080413,212635.000000,656223.080413,212635.000000,656223.080413,212635.000000,656223.080413,212635.000000
64,156814.251396,104609.000000,156814.251396,104609.000000,156814.251396,104609.000000,156814.251396,104609.000000,156814.251396,104609.000000,156814.251396,104609.000000
4,241025.444823,127066.000000,241025.444823,127066.000000,241025.444823,127066.000000,241025.444823,127066.000000,241025.444823,127066.000000,241025.444823,127066.000000
4096,325880.987808,173261.000000,729224.674586,57793.000000,529212.628196,103734.000000,439284.586184,151324.000000,325880.987808,173261.000000,325880.987808,173261.000000
1024,329768.709040,228956.000000,598759.456465,105896.000000,372930.125111,128029.000000,329768.709040,228956.000000,329768.709040,228956.000000,329768.709040,228956.000000
2048,343074.698108,202353.000000,396625.339513,137087.000000,438595.843960,97649.000000,417491.541707,172368.000000,343074.698108,202353.000000,343074.698108,202353.000000
8192,649150.713834,155902.000000,902914.488795,92373.000000,868880.313614,95889.000000,770196.817501,126886.000000,649150.713834,155902.000000,649150.713834,155902.000000
32,369148.817243,186298.000000,369148.817243,186298.000000,369148.817243,186298.000000,369148.817243,186298.000000,369148.817243,186298.000000,369148.817243,186298.000000
128,497316.316074,273971.000000,497316.316074,273971.000000,497316.316074,273971.000000,497316.316074,273971.000000,497316.316074,273971.000000,497316.316074,273971.000000
512,583602.833298,253201.000000,858307.918403,129343.000000,583602.833298,253201.000000,583602.833298,253201.000000,583602.833298,253201.000000,583602.833298,253201.000000
16384,800852.062410,177905.000000,785617.859379,177905.000000,793216.858181,177905.000000,794916.975892,177905.000000,803806.429462,177905.000000,800852.062410,177905.000000
32768,1724320.391516,225223.000000,1894051.708762,170718.000000,1897560.038002,170718.000000,1849857.634509,188382.000000,1733225.477496,225223.000000,1724320.391516,225223.000000
