frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
256,186491.709250,155380.529466,110380.431001,110388.970744,110388.970744,110380.431001
4096,420244.385020,436929.533907,349888.662251,251819.221115,250522.552614,249347.313376
2,198882.054666,195885.684234,195885.684234,195916.985486,198882.054666,195885.684234
2048,446872.202969,213883.977920,181042.881139,181326.608127,180762.847328,179491.604898
128,202948.763004,190199.263103,185156.307945,185430.072971,185430.072971,185430.072971
4,307460.883800,307460.883800,307460.883800,307460.883800,307460.883800,307460.883800
8192,743527.748275,708922.129357,602765.035719,414600.129227,414769.706311,413041.839352
1024,1523352.351493,864688.559811,424416.339705,380069.435867,380553.162111,380151.461019
64,465924.233902,473003.683127,279847.537693,279847.537693,279847.537693,279847.537693
16,312883.030147,320050.418400,320050.418400,320050.418400,320050.418400,320050.418400
8,373343.716807,314506.733220,294492.491004,294492.491004,294492.491004,294492.491004
65536,616644.069120,614847.887201,626602.422161,625103.537291,669775.887459,533892.695847
512,726920.191501,632613.721258,395557.285338,265929.291252,284912.691988,265929.291252
16384,1377697.291190,1375547.376364,1357098.972274,1294738.960260,1166188.581733,685107.464872
32,808807.934230,674412.407585,439816.407270,439816.407270,439816.407270,439816.407270
32768,1142259.954653,1138539.355228,1103185.252804,1050718.239697,1002108.607554,961709.684957
