frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
4,55969.765642,17248.000000,58525.891663,17017.000000,55969.765642,17248.000000,55969.765642,17248.000000,55969.765642,17248.000000,55969.765642,17248.000000
8,52473.095449,18954.000000,53763.107165,18954.000000,52465.546847,18954.000000,52473.095449,18954.000000,52473.095449,18954.000000,52473.095449,18954.000000
1024,114846.141350,47937.000000,113864.497263,39707.000000,114387.971907,47937.000000,114846.141350,47937.000000,114846.141350,47937.000000,114846.141350,47937.000000
4096,170315.684025,109731.000000,259866.631915,61033.000000,235044.124600,61930.000000,170315.684025,109731.000000,170315.684025,109731.000000,170315.684025,109731.000000
32,120530.507989,70102.000000,141891.684418,61656.000000,120530.507989,70102.000000,120530.507989,70102.000000,120530.507989,70102.000000,120530.507989,70102.000000
2,239217.717174,177526.000000,465899.872381,126853.000000,239217.717174,177526.000000,239217.717174,177526.000000,239217.717174,177526.000000,239217.717174,177526.000000
256,181545.845976,126429.000000,352373.637493,109621.000000,181623.420703,126429.000000,181545.845976,126429.000000,181545.845976,126429.000000,181545.845976,126429.000000
128,216127.367668,92852.000000,221647.774895,89591.000000,216131.080493,92852.000000,216127.367668,92852.000000,216127.367668,92852.000000,216127.367668,92852.000000
16,218906.567882,182473.000000,217974.618144,132835.000000,218913.718570,182473.000000,218906.567882,182473.000000,218906.567882,182473.000000,218906.567882,182473.000000
65536,353336.371236,206834.000000,351734.205888,206834.000000,353336.371236,206834.000000,353336.371236,206834.000000,353336.371236,206834.000000,353336.371236,206834.000000
64,266647.507185,186323.000000,339889.716058,186323.000000,266647.507185,186323.000000,266647.507185,186323.000000,266647.507185,186323.000000,266647.507185,186323.000000
8192,335717.162308,240266.000000,325146.540806,169177.000000,335717.162308,240266.000000,335717.162308,240266.000000,335717.162308,240266.000000,335717.162308,240266.000000
2048,240757.716319,159042.000000,1364031.480482,127319.000000,269265.326106,159042.000000,240757.716319,159042.000000,240757.716319,159042.000000,240757.716319,159042.000000
16384,592928.810408,239122.000000,621988.969534,202052.000000,592928.810408,239122.000000,592928.810408,239122.000000,592928.810408,239122.000000,592928.810408,239122.000000
32768,641760.733825,202832.000000,647524.369677,178130.000000,641760.733825,202832.000000,641760.733825,202832.000000,641760.733825,202832.000000,641760.733825,202832.000000
512,677026.739755,315782.000000,860174.667448,292903.000000,667508.174847,315782.000000,677026.739755,315782.000000,677026.739755,315782.000000,677026.739755,315782.000000
