frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
16,170874.931143,108506.000000,170874.931143,108506.000000,170874.931143,108506.000000,170874.931143,108506.000000,170874.931143,108506.000000,170874.931143,108506.000000
65536,708633.143624,102990.000000,708633.143624,102990.000000,708633.143624,102990.000000,708633.143624,102990.000000,708633.143624,102990.000000,708633.143624,102990.000000
8,283200.237235,166772.000000,283200.237235,166772.000000,283200.237235,166772.000000,283200.237235,166772.000000,283200.237235,166772.000000,283200.237235,166772.000000
256,213456.361849,111424.000000,213456.361849,111424.000000,213456.361849,111424.000000,213456.361849,111424.000000,213456.361849,111424.000000,213456.361849,111424.000000
128,244384.393305,172807.000000,244384.393305,172807.000000,244384.393305,172807.000000,244384.393305,172807.000000,244384.393305,172807.000000,244384.393305,172807.000000
8192,314950.246872,192778.000000,314950.246872,192778.000000,314950.246872,192778.000000,314950.246872,192778.000000,314950.246872,192778.000000,314950.246872,192778.000000
4096,224827.000638,99783.000000,224827.000638,99783.000000,224827.000638,99783.000000,224827.000638,99783.000000,224827.000638,99783.000000,224827.000638,99783.000000
64,216743.991430,172340.000000,216743.991430,172340.000000,216743.991430,172340.000000,216743.991430,172340.000000,216743.991430,172340.000000,216743.991430,172340.000000
4,253838.844923,200898.000000,253838.844923,200898.000000,253838.844923,200898.000000,253838.844923,200898.000000,253838.844923,200898.000000,253838.844923,200898.000000
1024,195601.828021,147219.000000,239583.204320,127289.000000,195601.828021,147219.000000,195601.828021,147219.000000,195601.828021,147219.000000,195601.828021,147219.000000
32,234098.376336,193841.000000,234098.376336,193841.000000,234098.376336,193841.000000,234098.376336,193841.000000,234098.376336,193841.000000,234098.376336,193841.000000
2,304623.598158,208131.000000,304623.598158,208131.000000,304623.598158,208131.000000,304623.598158,208131.000000,304623.598158,208131.000000,304623.598158,208131.000000
16384,350716.887620,190672.000000,350716.887620,190672.000000,350716.887620,190672.000000,350716.887620,190672.000000,350716.887620,190672.000000,350716.887620,190672.000000
32768,1059697.643883,278940.000000,1059697.643883,278940.000000,1059697.643883,278940.000000,1059697.643883,278940.000000,1059697.643883,278940.000000,1059697.643883,278940.000000
512,303688.734771,239579.000000,303688.734771,239579.000000,303688.734771,239579.000000,303688.734771,239579.000000,303688.734771,239579.000000,303688.734771,239579.000000
2048,505072.773979,301140.000000,505072.773979,301140.000000,505072.773979,301140.000000,505072.773979,301140.000000,505072.773979,301140.000000,505072.773979,301140.000000
