frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
2,71754.062895,33312.000000,80898.992763,15069.000000,73124.534200,20198.000000,71228.554092,33312.000000,71498.193963,33312.000000,71537.418908,33312.000000
16,242562.467560,170077.000000,344036.639576,46766.000000,301178.695902,82205.000000,265909.491403,118386.000000,240454.018862,170077.000000,242562.467560,170077.000000
128,177717.356474,109249.000000,497392.586746,70991.000000,426951.624137,75753.000000,382293.307433,75753.000000,315048.899889,85046.000000,239918.598933,85046.000000
65536,198544.744053,128173.000000,1196381.293302,56911.000000,1225219.494160,56340.000000,1151782.297046,73673.000000,1117193.684208,77437.000000,1063428.373526,81718.000000
256,367449.654726,192386.000000,599578.527536,54840.000000,536259.039716,83017.000000,468864.356696,104183.000000,378862.382808,178094.000000,367449.654726,192386.000000
4096,240438.471497,128610.000000,695857.905920,35202.000000,683148.004099,37785.000000,651674.525028,47350.000000,598869.822435,68446.000000,580712.285211,85543.000000
16384,387331.835682,198926.000000,729300.815227,58495.000000,715470.869516,67274.000000,652115.309845,98879.000000,650178.233884,100000.000000,640531.361618,101621.000000
512,316054.125259,197466.000000,788208.609579,58994.000000,806077.096846,53848.000000,601447.921948,76825.000000,508633.384006,82768.000000,387736.906930,132914.000000
32,253562.349664,129711.000000,408456.478074,52673.000000,342067.243832,70725.000000,274856.302254,120011.000000,253142.589261,120011.000000,250114.312697,120011.000000
64,290205.423855,182175.000000,402445.147667,50154.000000,413311.922468,84943.000000,331554.926101,122597.000000,288071.806484,157114.000000,290205.423855,182175.000000
32768,292330.858788,146351.000000,420061.227960,97390.000000,296599.748596,122081.000000,287460.552840,128773.000000,286628.984400,132135.000000,288551.405552,137619.000000
2048,445105.473422,251397.000000,868616.850695,63883.000000,880991.983347,76165.000000,858404.229104,76165.000000,790709.755858,72666.000000,765751.328702,78245.000000
8,288508.560856,253799.000000,545219.853555,68815.000000,553251.963554,71893.000000,508432.804473,141261.000000,507761.849702,208154.000000,288508.560856,253799.000000
4,421722.019451,225376.000000,1221730.003803,148246.000000,1027729.216377,148246.000000,988347.518494,170724.000000,421722.019451,225376.000000,421722.019451,225376.000000
1024,604582.148131,283195.000000,1429615.167293,87672.000000,1363421.971630,95686.000000,1345220.108166,129388.000000,964734.998424,197745.000000,836575.368948,240826.000000
8192,475840.522235,274534.000000,1566894.923868,123946.000000,1596033.324484,117995.000000,1513427.918831,128548.000000,1569012.352836,127462.000000,1668487.510787,122067.000000
