frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,58706.703885,58706.703885,58706.703885,58706.703885,58706.703885,58706.703885
4,160851.956476,160851.956476,160851.956476,160851.956476,160851.956476,160851.956476
2048,95618.997009,95621.639570,95621.639570,95621.639570,95621.639570,95621.639570
128,144113.730324,144107.726875,144107.726875,144107.726875,144113.730324,144107.726875
256,115351.628597,115351.628597,115312.180194,115312.180194,115312.180194,115312.180194
512,113805.826112,113805.826112,113805.826112,113805.826112,113805.826112,113805.826112
8192,158678.925866,158678.925866,158678.925866,158678.925866,158678.925866,158678.925866
64,182620.109104,187013.434488,187013.434488,187013.434488,187013.434488,187013.434488
1024,175003.218605,175003.218605,175003.218605,175003.218605,175003.218605,175003.218605
4096,310327.314844,310398.970525,310398.970525,310398.970525,310398.970525,310398.970525
8,336470.437303,336470.437303,336470.437303,336470.437303,336470.437303,336470.437303
2,368007.099599,367900.774545,367900.774545,367900.774545,367900.774545,367900.774545
32768,474756.753602,476756.418554,476756.418554,476756.418554,476756.418554,476756.418554
16384,360575.860699,360575.860699,360575.860699,360575.860699,360575.860699,360575.860699
32,537427.678929,288728.809792,288728.809792,288728.809792,288728.809792,288728.809792
16,438651.015990,438651.015990,438651.015990,438651.015990,438651.015990,438651.015990
