frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
16,226228.825599,154666.000000,226228.825599,154666.000000,226228.825599,154666.000000,226228.825599,154666.000000,226228.825599,154666.000000,226228.825599,154666.000000
2048,156181.138807,66513.000000,157142.679470,66513.000000,156181.138807,66513.000000,156181.138807,66513.000000,156181.138807,66513.000000,156181.138807,66513.000000
64,223195.839827,207241.000000,223195.839827,207241.000000,223195.839827,207241.000000,223195.839827,207241.000000,223195.839827,207241.000000,223195.839827,207241.000000
32,173735.552700,114228.000000,173735.552700,114228.000000,173735.552700,114228.000000,173735.552700,114228.000000,173735.552700,114228.000000,173735.552700,114228.000000
4,137225.118641,64388.000000,137693.108437,64388.000000,137225.118641,64388.000000,137225.118641,64388.000000,137225.118641,64388.000000,137225.118641,64388.000000
128,180498.335956,127194.000000,180498.335956,127194.000000,180498.335956,127194.000000,180498.335956,127194.000000,180498.335956,127194.000000,180498.335956,127194.000000
32768,232413.663684,129249.000000,689774.090253,106779.000000,232413.663684,129249.000000,232413.663684,129249.000000,232413.663684,129249.000000,232413.663684,129249.000000
2,345201.716812,298494.000000,366516.240332,283615.000000,345201.716812,298494.000000,345201.716812,298494.000000,345201.716812,298494.000000,345201.716812,298494.000000
512,385711.959729,233421.000000,385711.959729,233421.000000,385711.959729,233421.000000,385711.959729,233421.000000,385711.959729,233421.000000,385711.959729,233421.000000
1024,302115.510226,220443.000000,337498.848432,220443.000000,302115.510226,220443.000000,302115.510226,220443.000000,302115.510226,220443.000000,302115.510226,220443.000000
16384,548112.474921,240505.000000,548112.474921,240505.000000,548112.474921,240505.000000,548112.474921,240505.000000,548112.474921,240505.000000,548112.474921,240505.000000
256,486967.147751,285352.000000,506132.116629,285352.000000,486967.147751,285352.000000,486967.147751,285352.000000,486967.147751,285352.000000,486967.147751,285352.000000
8,305231.953661,285624.000000,305231.953661,285624.000000,305231.953661,285624.000000,305231.953661,285624.000000,305231.953661,285624.000000,305231.953661,285624.000000
8192,565535.119102,234779.000000,597962.642225,208552.000000,565535.119102,234779.000000,565535.119102,234779.000000,565535.119102,234779.000000,565535.119102,234779.000000
4096,659972.539164,316234.000000,659972.539164,316234.000000,659972.539164,316234.000000,659972.539164,316234.000000,659972.539164,316234.000000,659972.539164,316234.000000
65536,493594.599065,381281.000000,528914.834893,381281.000000,493594.599065,381281.000000,493594.599065,381281.000000,493594.599065,381281.000000,493594.599065,381281.000000
