frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,65433.695517,66797.490896,65415.522860,65415.522860,65415.522860,65410.530979
32,92768.135364,92029.140162,92807.788288,92807.788288,92807.788288,92807.788288
2,193567.940447,185247.589250,185247.589250,185247.589250,185247.589250,185247.589250
4,291869.707863,217401.094268,217401.094268,217401.094268,217401.094268,217401.094268
256,335292.148560,302113.057963,309824.472192,309824.472192,309824.472192,309824.472192
32768,197115.821899,197115.821899,197115.821899,197115.821899,197115.821899,197115.821899
16384,603936.715446,604744.222538,609292.199859,631407.782594,660221.796581,503379.052355
64,335187.135876,318668.606402,334929.006049,334929.006049,334929.006049,334929.006049
512,377869.945599,345126.341051,339447.032543,320077.511550,360164.321555,359069.107208
8192,353695.353159,350072.751503,343367.908369,332367.441891,282853.578627,282853.578627
128,572732.798632,368115.721199,347685.915123,347685.915123,347685.942698,347685.915123
2048,429336.957533,392268.791338,338939.696595,295919.115216,301769.219802,300986.188067
16,906624.834262,621744.300062,235449.713672,235449.713672,235449.713672,235449.713672
1024,1162686.641819,971993.624356,526066.985613,529740.747676,529740.747676,526068.216331
65536,1527796.590245,1545053.947757,1545053.947757,1545053.947757,1545053.947757,1545053.947757
4096,801594.395260,810140.135887,795479.557787,692042.982962,621021.683955,621001.875456
